	f3bc810a-edc7-4412-9e09-006c0bcf2550
	tumor
RPSAP47	0.059150552
RPSAP48	0
RPSAP49	0
RPSAP5	0
RPSAP50	0.092474806
RPSAP51	0.040717589
RPSAP52	0.07743345
RPSAP53	0
RPSAP54	0.503914632
RPSAP55	0
RPSAP57	0
RPSAP58	0.029642037
RPSAP59	0
RPSAP6	0.089329405
RPSAP60	0
RPSAP61	0.119648496
RPSAP62	0
RPSAP63	0.029575276
RPSAP64	0
RPSAP65	0
RPSAP66	0
RPSAP67	0
RPSAP68	0
RPSAP69	0.220881791
RPSAP7	0.148377655
RPSAP70	0.182380868
RPSAP71	0
RPSAP72	0
RPSAP73	0
RPSAP74	0
RPSAP75	0
RPSAP76	0.030788798
RPSAP8	0.088626023
RPSAP9	0.35490331
RPTN	2.237014533
RPTOR	1.795797898
RPUSD1	4.087860664
RPUSD2	4.010321612
RPUSD3	2.907181043
RPUSD4	3.19682438
RRAD	0.691531904
RRAGA	58.93851802
RRAGB	4.423723243
RRAGC	10.19102074
RRAGD	8.160536999
RRAS	70.81911986
RRAS2	7.940460509
RRBP1	28.16295051
RREB1	3.006208346
RRH	0
RRM1	30.82127508
RRM1-AS1	0.151808352
RRM2	17.43789302
RRM2B	7.204767489
RRM2P2	0
RRM2P3	0.090327928
RRM2P4	0
RRN3	8.884879695
RRN3P1	0.364970052
RRN3P2	0.471183036
RRN3P3	0.631993595
RRNAD1	5.378537829
RRP1	2.681269046
RRP12	2.5496114
RRP15	2.541995523
RRP1B	5.337346659
RRP36	20.76569432
RRP7A	6.234369615
RRP7BP	0.19599138
RRP8	2.056408837
RRP9	6.707177769
RRS1	7.019846015
RRS1-AS1	0.00601531
RS1	0.030143868
RSAD1	5.142462734
RSAD2	13.96266271
RSBN1	3.28911418
RSBN1L	4.402652888
RSC1A1	0
RSF1	2.691357619
RSF1-IT1	0
RSF1-IT2	0.092801572
RSG1	0.951921889
RSL1D1	25.02358959
RSL24D1	29.83263678
RSL24D1P1	0.053271491
RSL24D1P11	0
RSL24D1P2	0
RSL24D1P3	0
RSL24D1P4	0
RSL24D1P5	0
RSL24D1P6	0.392960274
RSL24D1P8	0
RSL24D1P9	0
RSPH1	0.553734683
RSPH10B	0.015779799
RSPH10B2	0
RSPH14	0.280309511
RSPH3	2.64589857
RSPH4A	0.628828682
RSPH6A	0
RSPH9	0.529050089
RSPO1	0.255061622
RSPO2	0.102115558
RSPO3	3.048439695
RSPO4	0.038764347
RSPRY1	5.647551093
RSRC1	6.4515138
RSRC2	5.113758394
RSRP1	2.011014436
RSU1	26.50723793
RSU1P1	0.119105873
RSU1P2	0.016043277
RSU1P3	0
RTBDN	0.029453658
RTCA	10.16961003
RTCA-AS1	0.31043552
RTCB	31.72387751
RTEL1	0.039427123
RTEL1P1	0
RTEL1-TNFRSF6B	0.030007821
RTF1	18.46136901
RTF2	21.15636022
RTKN	8.589865574
RTKN2	1.79064852
RTL1	0
RTL10	4.103690165
RTL3	0.228113835
RTL4	0
RTL5	2.253142171
RTL6	3.216541339
RTL8A	56.96857436
RTL8B	21.73879121
RTL8C	134.672133
RTL9	0.014250052
RTN1	1.552337591
RTN2	1.459948145
RTN3	30.10342329
RTN3P1	0.073875795
RTN4	62.81104853
RTN4IP1	3.312790474
RTN4R	3.185520278
RTN4RL1	0.796941502
RTN4RL2	1.276284045
RTP1	0.023692237
RTP2	0
RTP3	0
RTP4	26.92195111
RTP5	0.050389188
RTRAF	18.36158775
RTTN	0.633189582
RUBCN	3.848102907
RUBCNL	0.572147155
RUFY1	8.58396489
RUFY2	1.355584968
RUFY3	2.190197603
RUFY4	0.066305094
RUNDC1	3.781805507
RUNDC3A	0.010678124
RUNDC3A-AS1	0.019443157
RUNDC3B	0.423774144
RUNX1	11.49737235
RUNX1T1	1.160338477
RUNX2	4.555603356
RUNX2-AS1	0
RUNX3	11.08462769
RUSC1	8.788156707
RUSC1-AS1	0.47804951
RUSC2	4.284698571
RUVBL1	6.224983368
RUVBL1-AS1	0
RUVBL2	20.74176028
RWDD1	14.40034146
RWDD2A	1.606354566
RWDD2B	5.283511961
RWDD3	2.053855181
RWDD4	5.771014202
RWDD4P1	0.046482911
RWDD4P2	2.565642048
RXFP1	0.180198971
RXFP2	0
RXFP3	0
RXFP4	0
RXRA	9.794530583
RXRB	5.31286634
RXRG	0.136379759
RXYLT1	1.749958916
RYBP	7.09362519
RYK	7.447721163
RYKP1	0.060443832
RYR1	0.677750838
RYR2	0.097505078
RYR3	0.063800358
S100A1	0.355371829
S100A10	301.0440303
S100A11	2248.640234
S100A11P1	0.16835157
S100A11P2	0.084175785
S100A12	0.659106148
S100A13	12.93635053
S100A14	2.858680853
S100A16	121.6798831
S100A2	159.7558635
S100A3	2.667535038
S100A4	368.8072101
S100A5	0.770466115
S100A6	1428.147003
S100A7	0.881961211
S100A7A	0.005892494
S100A7L2	0
S100A8	87.56022067
S100A9	134.0907127
S100B	3.663739421
S100G	0
S100P	1.518320724
S100PBP	1.656781605
S100Z	0.053762221
S1PR1	8.551886995
S1PR2	5.564907684
S1PR3	2.070066601
S1PR4	3.503817056
S1PR5	8.236387586
SAA1	38.07254256
SAA2	4.280831936
SAA2-SAA4	3.394517376
SAA3P	0
SAA4	0.288999669
SAAL1	4.43132042
SAC3D1	5.335566696
SACM1L	3.954430002
SACS	0.808900247
SACS-AS1	0.023511947
SAE1	37.14382931
SAFB	7.129339664
SAFB2	3.866404048
SAG	0.004419494
SAGE1	0
SAGE2P	0
SAGE3P	0
SAGE4P	0
SALL1	0
SALL1P1	0
SALL2	1.039387956
SALL3	0.493515675
SALL4	0.420360729
SALL4P1	0
SALL4P2	0
SALL4P5	0
SALL4P6	0
SALL4P7	0
SALRNA1	0.01259005
SALRNA2	0
SALRNA3	0
SAMD1	33.42332898
SAMD10	1.787971915
SAMD11	0.596511413
SAMD11P1	0
SAMD12	5.195921725
SAMD12-AS1	1.611583668
SAMD13	0.09881823
SAMD14	0.190907225
SAMD15	0.190746963
SAMD3	0.407087413
SAMD4A	1.86882693
SAMD4B	14.02619112
SAMD5	1.105366576
SAMD7	0
SAMD8	4.174916442
SAMD9	9.934289859
SAMD9L	6.010823521
SAMHD1	42.60023204
SAMM50	7.607450351
SAMM50P1	0
SAMMSON	0.025155982
SAMSN1	8.254273771
SAMSN1-AS1	0.18759175
SAP130	7.573164303
SAP18	35.12539512
SAP18P1	0
SAP18P2	0.057217527
SAP18P3	0
SAP25	0
SAP30	7.878853488
SAP30BP	5.622307158
SAP30L	5.734670069
SAP30L-AS1	0.1464966
SAPCD1	0.016867595
SAPCD1-AS1	0.284846475
SAPCD2	9.452713168
SAPCD2P1	0
SAPCD2P2	0
SAPCD2P3	0.030897465
SAPCD2P4	0
SAR1A	21.56789611
SAR1AP1	0
SAR1AP2	0
SAR1AP3	0
SAR1AP4	0
SAR1B	6.094379055
SARAF	110.4357022
SARDH	1.313142248
SARM1	0.245248799
SARNP	0.974416509
SARS	36.64200892
SARS2	1.27615805
SART1	7.739732704
SART3	5.020678654
SASH1	4.157267564
SASH3	14.57001801
SASS6	1.646386806
SAT1	294.1690961
SAT2	16.36832212
SATB1	1.122276841
SATB1-AS1	0.206135621
SATB2	0.340328891
SATB2-AS1	0.005875357
SATL1	0
SAV1	8.359328272
SAXO1	0.033314391
SAXO2	0.258840539
SAYSD1	8.305344133
SBDS	50.31184733
SBDSP1	6.825372137
SBF1	2.520298436
SBF1P1	0
SBF2	2.050340792
SBF2-AS1	3.691458469
SBK1	1.546730052
SBK2	0
SBK3	0.017278187
SBNO1	4.292147801
SBNO2	4.470946139
SBSN	0.370271732
SBSPON	1.018636469
SC5D	16.20312785
SCAANT1	0
SCAF1	13.37395535
SCAF11	5.91124526
SCAF4	4.370464964
SCAF8	5.649314762
SCAI	0.833452818
SCAMP1	15.41514813
SCAMP1-AS1	3.063021538
SCAMP2	31.78854754
SCAMP3	25.13360716
SCAMP4	8.800867073
SCAMP5	1.525217551
SCAND1	17.46031827
SCAND2P	0.132331215
SCAND3P1	0
SCAP	5.801917185
SCAPER	1.262245262
SCARA3	8.280842457
SCARA5	0.58032893
SCARB1	3.989808251
SCARB2	46.3122288
SCARF1	1.169943305
SCARF2	6.871771032
SCARNA1	0
SCARNA10	1.273350059
SCARNA11	0
SCARNA12	0.097269796
SCARNA13	0.573007526
SCARNA14	0.193109154
SCARNA15	0
SCARNA16	0
SCARNA17	0
SCARNA18	0
SCARNA18B	0
SCARNA2	0
SCARNA20	0.80191893
SCARNA21	3.967767944
SCARNA21B	0
SCARNA22	0
SCARNA23	0
SCARNA3	0.183656258
SCARNA4	0
SCARNA4	0
SCARNA5	0.475776177
SCARNA6	0.495525377
SCARNA7	1.750856331
SCARNA8	0.200479733
SCARNA9	1.339181896
SCART1	0.049150677
SCCPDH	17.54353846
SCD	77.75016802
SCD5	6.119022591
SCDP1	0
SCEL	2.12351184
SCEL-AS1	0
SCFD1	7.985567529
SCFD2	5.095898959
SCG2	3.515879208
SCG3	0.17429339
SCG5	3.217078914
SCGB1A1	11.91304307
SCGB1B2P	0.341075909
SCGB1C1	0
SCGB1C2	0
SCGB1D1	0
SCGB1D2	0
SCGB1D4	0
SCGB1D5P	0
SCGB2A1	0.352859721
SCGB2A2	0
SCGB2B2	0.114186282
SCGB2B3P	0
SCGB3A1	55.19543539
SCGB3A2	1.881152616
SCGN	0.017721218
SCHIP1	0.130541283
SCHLAP1	0
SCIMP	2.739873797
SCIN	1.125259984
SCLT1	1.529782214
SCLY	0.149971074
SCMH1	5.893932825
SCML1	1.30908123
SCML2	0.268689587
SCML2P1	0
SCML2P2	0
SCML4	0.391211575
SCN10A	0.020460303
SCN11A	0.054550892
SCN1A	0
SCN1B	2.208918203
SCN2A	0.012678178
SCN2B	0.207361975
SCN3A	0.029457662
SCN3B	0.036075336
SCN4A	0.092351462
SCN4B	0.423069374
SCN5A	0.04981472
SCN7A	0.849152503
SCN8A	0.145191595
SCN9A	2.321185448
SCNM1	12.88608809
SCNN1A	12.72469701
SCNN1B	0.589875027
SCNN1D	0.032624652
SCNN1G	0.112330389
SCO1	1.717482236
SCO2	14.37606135
SCOC	13.49861828
SCOC-AS1	0.196154029
SCOCP1	0
SCP2	21.67751983
SCP2D1	0
SCPEP1	49.8128396
SCRG1	0.048670951
SCRIB	6.586918318
SCRN1	10.18630027
SCRN2	1.734745921
SCRN3	5.957305565
SCRT1	0
SCRT2	0
SCT	3.013769094
SCTR	0.030662983
SCUBE1	0.08224047
SCUBE2	6.130093548
SCUBE3	8.657884588
SCX	0.210313073
SCYL1	12.4628914
SCYL2	8.606619071
SCYL3	1.560584569
SDAD1	5.755106386
SDAD1P1	0.96810109
SDAD1P2	0.012950121
SDAD1P3	0
SDAD1P4	0
SDC1	390.1657924
SDC2	28.12139285
SDC3	18.81916611
SDC4	63.31024126
SDC4P	0
SDCBP	56.31286032
SDCBP2	9.641918956
SDCBP2-AS1	0.252402896
SDCBP2P1	0
SDCBPP1	0
SDCBPP2	0
SDCBPP3	0
SDCCAG3	8.349120198
SDCCAG3P1	0
SDCCAG3P2	0.02567238
SDCCAG8	3.809642298
SDE2	6.778787152
SDF2	13.67528091
SDF2L1	14.50550218
SDF4	21.77323141
SDHA	9.915531946
SDHAF1	6.183642099
SDHAF2	8.599711672
SDHAF3	6.568562179
SDHAF4	4.30418848
SDHAP1	1.088737086
SDHAP2	0
SDHAP3	1.746378437
SDHB	30.89244476
SDHC	4.872351251
SDHCP1	0
SDHCP2	0
SDHCP3	0.051902856
SDHCP4	0
SDHD	43.04217556
SDHDP1	0
SDHDP2	0
SDHDP6	0.164142781
SDK1	5.173314511
SDK2	2.350917198
SDR16C5	1.129326362
SDR16C6P	0
SDR39U1	1.118649737
SDR42E1	1.428790491
SDR42E1P1	0
SDR42E1P2	0
SDR42E1P3	0
SDR42E1P4	0
SDR42E1P5	0
SDR42E2	0.029957618
SDR9C7	0.267836379
SDS	4.123773394
SDSL	3.128786584
SEBOX	0
SEC11A	22.20553697
SEC11B	0.052630952
SEC11C	7.085320842
SEC13	13.85478398
SEC13P1	0.027703423
SEC14L1	7.50124945
SEC14L1P1	0.132458182
SEC14L2	0.83374111
SEC14L3	0
SEC14L4	0.160139299
SEC14L5	0.072986137
SEC14L6	0.069683256
SEC16A	9.973298918
SEC16B	0.010680295
SEC1P	0.109677788
SEC22A	4.667832172
SEC22B	5.064188169
SEC22C	3.869094208
SEC23A	10.10290101
SEC23A-AS1	0
SEC23B	10.41670652
SEC23IP	4.753818638
SEC24A	4.726655613
SEC24AP1	0.065060722
SEC24B	5.33912215
SEC24B-AS1	0.203272794
SEC24C	3.073629617
SEC24D	7.137563509
SEC31A	26.92623667
SEC31B	0.191892795
SEC61A1	74.08056906
SEC61A2	0.831612047
SEC61B	107.0817847
SEC61G	42.03195817
SEC62	42.25972669
SEC62-AS1	0.075904176
SEC63	10.08062618
SEC63P1	0.730683286
SEC63P2	0
SECISBP2	2.119654867
SECISBP2L	4.619169191
SECTM1	17.01186648
SEH1L	5.480091778
SEL1L	12.84980917
SEL1L2	0
SEL1L3	7.592343349
SELE	0.48687935
SELENBP1	2.960566141
SELENOF	81.88562739
SELENOH	18.08205421
SELENOI	7.167619286
SELENOK	24.47964024
SELENOKP1	0.921503332
SELENOKP2	0
SELENOKP3	0.022275526
SELENOM	16.15984906
SELENON	38.54535541
SELENOO	6.146150344
SELENOOLP	0.246986003
SELENOP	5.009702318
SELENOS	14.78418251
SELENOT	27.33622363
SELENOTP1	0
SELENOTP2	0
SELENOV	0
SELENOW	47.65850235
SELENOWP1	0
SELL	13.38682262
SELP	2.415579723
SELPLG	26.71565263
SEM1	18.07313447
SEM1P1	0.125659545
SEMA3A	0.425990015
SEMA3B	0.719405254
SEMA3B-AS1	0
SEMA3C	25.4793172
SEMA3D	1.179254512
SEMA3E	0.058379175
SEMA3F	7.716683414
SEMA3F-AS1	0.062339747
SEMA3G	2.693893895
SEMA4A	13.17469559
SEMA4B	10.72480723
SEMA4C	3.506262556
SEMA4D	6.784568281
SEMA4F	2.51367522
SEMA4G	0.274977436
SEMA5A	3.890470213
SEMA5A-AS1	0
SEMA5B	1.000047278
SEMA6A	0.675987795
SEMA6A-AS1	0.03713375
SEMA6A-AS2	0
SEMA6B	1.297665503
SEMA6C	0.800227846
SEMA6D	1.346891231
SEMA7A	1.944267241
SEMG1	0
SEMG2	0
SENCR	0.971199197
SENP1	3.366712859
SENP2	11.75581943
SENP3	3.422475434
SENP3-EIF4A1	0.007463156
SENP5	9.616643727
SENP6	4.091058204
SENP7	1.732789333
SENP8	0.807764754
SEPHS1	14.62424366
SEPHS1P1	0
SEPHS1P4	0.044664702
SEPHS1P6	0
SEPHS1P7	0
SEPHS2	32.54286669
SEPHS2P1	0
SEPSECS	1.150474434
SEPSECS-AS1	0.355718056
SEPT1	3.81767227
SEPT10	21.43750017
SEPT10P1	0.203412741
SEPT11	19.09805534
SEPT12	0.025012233
SEPT14	0
SEPT14P1	0
SEPT14P12	0
SEPT14P17	0
SEPT14P19	0
SEPT14P2	0
SEPT14P24	0
SEPT14P3	0
SEPT14P4	0
SEPT14P8	0
SEPT2	56.73315573
SEPT2P1	0.145904694
SEPT3	0.895269268
SEPT4	2.907531638
SEPT4-AS1	0.350171266
SEPT5	1.927303807
SEPT6	10.17711526
SEPT7	20.40313103
SEPT7-AS1	0.110211889
SEPT7P1	0
SEPT7P2	0.776903554
SEPT7P3	0.084582431
SEPT7P4	0
SEPT7P5	0
SEPT7P6	0.022977117
SEPT7P7	0.02018666
SEPT7P8	0
SEPT7P9	0.021812994
SEPT8	13.19102562
SEPT9	12.35441523
SERAC1	1.20762321
SERBP1	38.08728375
SERBP1P1	0.203763452
SERBP1P2	0
SERBP1P3	0
SERBP1P4	0
SERBP1P5	0.177902421
SERBP1P6	0.056358036
SERF1A	0
SERF1AP1	0
SERF1B	0.111903305
SERF2	97.37306339
SERGEF	3.629702159
SERHL	0.24122016
SERHL2	0.195505049
SERINC1	65.24270028
SERINC2	76.00610893
SERINC3	30.17731555
SERINC4	0
SERINC5	5.028938798
SERP1	48.67788838
SERP2	0.817732588
SERPINA1	52.91679308
SERPINA10	0
SERPINA11	0.373658363
SERPINA12	0
SERPINA13P	0
SERPINA15P	0
SERPINA2	0
SERPINA3	0.026262845
SERPINA4	0
SERPINA5	0.118269765
SERPINA6	0.014180802
SERPINA7	0
SERPINA7P1	0
SERPINA9	0.112804098
SERPINB1	30.04863321
SERPINB10	0.058361878
SERPINB11	2.018032459
SERPINB12	2.07554565
SERPINB13	34.21408777
SERPINB2	10.50322657
SERPINB3	21.74929461
SERPINB4	2.244018546
SERPINB5	43.69806699
SERPINB6	21.03137954
SERPINB7	3.724802433
SERPINB8	5.144322772
SERPINB8P1	0.069662719
SERPINB9	8.635233627
SERPINB9P1	0.3237885
SERPINC1	0.103981852
SERPIND1	0.020574105
SERPINE1	20.7056599
SERPINE2	35.04469605
SERPINE3	0.010070109
SERPINE4P	0
SERPINF1	243.7164628
SERPINF2	1.64422411
SERPING1	406.5820786
SERPINH1	85.43174129
SERPINH1P1	0.042054195
SERPINI1	8.634806346
SERPINI2	0.046318951
SERTAD1	10.16225505
SERTAD2	11.81702444
SERTAD3	21.25419599
SERTAD4	7.513277761
SERTAD4-AS1	4.21147215
SERTM1	0.01637845
SERTM2	0.005519724
SESN1	3.251443801
SESN2	2.996687204
SESN3	16.05247589
SESTD1	2.591804243
SET	125.7058561
SETBP1	2.041959159
SETD1A	4.044242241
SETD1B	3.297860252
SETD2	4.445731615
SETD3	12.27084352
SETD4	1.124216421
SETD5	5.136903613
SETD6	1.174018473
SETD6P1	0
SETD7	4.733200285
SETD8P1	0.083853273
SETD9	0.561875694
SETDB1	3.521213247
SETDB2	1.978168765
SETMAR	3.165972339
SETP1	0
SETP10	0.032263937
SETP11	0
SETP12	0.097873956
SETP14	0.691919168
SETP15	0
SETP16	0
SETP17	0.096436395
SETP2	0
SETP20	0.030824935
SETP21	0.117770605
SETP22	0.027442889
SETP3	0.064607245
SETP4	0.060513468
SETP5	0.046731041
SETP6	0
SETP7	0
SETP8	0.083639634
SETP9	0.031565919
SETSIP	0.086676056
SETX	6.124391605
SEZ6	0.015403428
SEZ6L	0.091840974
SEZ6L2	0.888208139
SF1	25.03589691
SF3A1	15.39503157
SF3A2	30.17629378
SF3A3	15.61918986
SF3A3P1	0.106687251
SF3A3P2	0.034854472
SF3B1	20.10122158
SF3B2	15.69335697
SF3B3	13.25090478
SF3B4	59.22885703
SF3B5	118.5049296
SF3B6	126.8164109
SFI1	0.627771306
SFMBT1	1.249289665
SFMBT2	1.113525628
SFN	564.730751
SFPQ	28.97895928
SFPQP1	0
SFR1	6.406278958
SFR1P1	0
SFR1P2	0
SFRP1	9.763754585
SFRP2	1548.952094
SFRP4	152.8794727
SFRP5	0.071521909
SFSWAP	3.025256336
SFT2D1	12.87759344
SFT2D2	8.355615053
SFT2D3	0
SFTA1P	1.378715292
SFTA2	0.380070115
SFTA3	0.033800315
SFTPA1	6.150498983
SFTPA2	9.693288401
SFTPA3P	0
SFTPB	5.284518925
SFTPC	3.797732599
SFTPD	0.357858599
SFTPD-AS1	0
SFXN1	8.84099205
SFXN2	0.931654321
SFXN3	14.00760679
SFXN4	11.79578529
SFXN5	0.585092695
SGCA	0.835441234
SGCB	11.48023502
SGCD	2.089315519
SGCE	10.66186953
SGCG	0.097030215
SGCZ	0
SGF29	10.97994648
SGIP1	1.649417962
SGK1	23.25859838
SGK2	0.03602585
SGK3	3.353354767
SGK494	0.1013792
SGMS1	10.64566402
SGMS1-AS1	0.300267632
SGMS2	4.53365156
SGO1	0.843868843
SGO1-AS1	0.012867636
SGO1P1	0
SGO1P2	0
SGO2	1.757543427
SGPL1	17.22556355
SGPP1	6.573640843
SGPP2	12.97397137
SGSH	4.976365081
SGSM1	0.042718698
SGSM2	1.026753329
SGSM3	5.043347166
SGTA	14.45458344
SGTB	3.463332721
SH2B1	2.425959087
SH2B2	1.58634634
SH2B3	7.839103318
SH2D1A	5.992216462
SH2D1B	0.169013661
SH2D2A	6.095238301
SH2D3A	1.51162981
SH2D3C	3.737339817
SH2D4A	4.590299565
SH2D4B	0.006019446
SH2D5	0.03562674
SH2D6	0.013614746
SH2D7	0.018231756
SH3BGR	1.299966908
SH3BGRL	83.97499081
SH3BGRL2	2.69796688
SH3BGRL3	387.8695753
SH3BP1	8.181067749
SH3BP2	2.335227194
SH3BP4	11.49022492
SH3BP5	0.505176147
SH3BP5-AS1	0.261116721
SH3BP5L	3.461216295
SH3D19	9.781552604
SH3D21	0.592880496
SH3GL1	26.28422584
SH3GL1P1	0.055193369
SH3GL1P2	0
SH3GL1P3	0
SH3GL2	0.078338091
SH3GL3	0.616938671
SH3GLB1	27.73609858
SH3GLB2	6.444302432
SH3KBP1	11.39571197
SH3PXD2A	11.4335863
SH3PXD2A-AS1	4.655524614
SH3PXD2B	12.89602153
SH3RF1	5.239493607
SH3RF2	9.096851027
SH3RF3	2.801430472
SH3RF3-AS1	0.491200342
SH3TC1	0.8156779
SH3TC2	0.033162362
SH3TC2-DT	0
SH3YL1	6.151127593
SHANK1	0.034707077
SHANK2	0.141167733
SHANK2-AS1	0
SHANK2-AS2	0
SHANK2-AS3	0
SHANK3	1.02162643
SHARPIN	16.85427276
SHB	4.331529226
SHBG	0.093225109
SHC1	24.89587053
SHC1P1	0
SHC1P2	0
SHC2	1.069378736
SHC3	0.09522232
SHC4	0.212251262
SHCBP1	1.855303019
SHCBP1L	0
SHD	0
SHE	0.911623454
SHF	1.078633395
SHH	0.08862016
SHISA2	15.4179429
SHISA3	0.119921666
SHISA4	4.798309016
SHISA5	50.62805297
SHISA6	0.461994458
SHISA7	0.01295225
SHISA8	0.037384833
SHISA9	0.025861984
SHISAL1	0.307327026
SHISAL2A	0.303677234
SHISAL2B	0.214311049
SHKBP1	19.81056572
SHMT1	3.221085091
SHMT1P1	0
SHMT2	14.33111011
SHOC2	14.61682385
SHOX	0
SHOX2	1.566920978
SHPK	0.910098588
SHPRH	0.184645505
SHQ1	2.063798294
SHQ1P1	0
SHROOM1	1.354734989
SHROOM2	3.488459934
SHROOM2P1	0
SHROOM3	0.490968908
SHROOM4	0.920076442
SHTN1	3.776856326
SI	0
SIAE	2.620153595
SIAH1	4.213770961
SIAH1P1	0
SIAH2	29.20323991
SIAH2-AS1	0.535976428
SIAH3	0.003721531
SIDT1	0.560447808
SIDT1-AS1	0
SIDT2	7.776538244
SIGIRR	5.957218551
SIGLEC1	6.490779207
SIGLEC10	7.563011802
SIGLEC11	0.049661856
SIGLEC12	0.453424856
SIGLEC14	5.840392515
SIGLEC15	0.437957392
SIGLEC16	0.083706279
SIGLEC17P	0.1382255
SIGLEC18P	0
SIGLEC20P	0
SIGLEC21P	0
SIGLEC22P	0.176497614
SIGLEC26P	0
SIGLEC27P	0
SIGLEC28P	0
SIGLEC29P	0
SIGLEC30P	0
SIGLEC31P	0
SIGLEC5	0.452807672
SIGLEC6	0
SIGLEC7	2.09537138
SIGLEC8	3.296314189
SIGLEC9	2.772131725
SIGLECL1	0
SIGMAR1	20.67780462
SIK1	0.086001948
SIK1B	1.03280851
SIK2	4.077765127
SIK3	3.330956069
SIKE1	6.893217026
SIL1	12.06742041
SIM1	0
SIM2	0.415290674
SIMC1	2.210709131
SIN3A	4.044980056
SIN3B	2.327958685
SINHCAF	6.753041902
SIPA1	7.33255049
SIPA1L1	4.786219409
SIPA1L2	6.80201154
SIPA1L3	3.852392159
SIRPA	19.93032788
SIRPAP1	0.044513297
SIRPB1	1.388382216
SIRPB2	1.361661211
SIRPB3P	0
SIRPD	0.053570311
SIRPG	5.552448043
SIRPG-AS1	0.026572862
SIRT1	4.674336282
SIRT2	10.49838661
SIRT3	2.332455665
SIRT4	0.924142662
SIRT5	2.88660192
SIRT6	4.447815867
SIRT7	2.300987229
SIT1	7.10501985
SIVA1	7.86345651
SIX1	1.523535205
SIX2	2.167726886
SIX3	0.020818744
SIX3-AS1	0
SIX4	1.167588181
SIX5	1.69866545
SIX6	0
SKA1	4.077417963
SKA2	15.09195887
SKA2P1	0.471384397
SKA3	1.921461426
SKAP1	5.484650024
SKAP1-AS1	0.229369825
SKAP2	11.71836724
SKI	21.13986237
SKIDA1	0.023795994
SKIL	18.01478622
SKINT1L	0
SKIV2L	3.614975605
SKOR1	0.046908408
SKOR2	0
SKP1	16.22945521
SKP1P1	0.483365245
SKP1P3	0
SKP2	7.638606978
SLA	6.420417905
SLA2	3.715092323
SLAIN1	0.724404628
SLAIN2	9.629173076
SLAMF1	2.491555917
SLAMF6	6.465288854
SLAMF6P1	0
SLAMF7	18.05196999
SLAMF8	39.77120413
SLAMF9	0.636124272
SLBP	22.11471545
SLC10A1	0.025634793
SLC10A2	0
SLC10A3	22.16037118
SLC10A4	0.308111589
SLC10A5	0.010226965
SLC10A5P1	0
SLC10A6	0.122396747
SLC10A7	1.783061405
SLC11A1	1.613427428
SLC11A2	3.390134115
SLC12A1	0
SLC12A2	2.095806551
SLC12A3	0.038246862
SLC12A4	3.877077016
SLC12A5	0.16754606
SLC12A5-AS1	0.070221511
SLC12A6	7.962948915
SLC12A7	8.133658591
SLC12A8	7.578894751
SLC12A9	1.813063504
SLC12A9-AS1	0.498211151
SLC13A1	0.005948549
SLC13A2	0.18724285
SLC13A3	0.403376479
SLC13A4	0.108131489
SLC13A5	0.046783068
SLC14A1	0.461329773
SLC14A2	0.009710795
SLC14A2-AS1	0.0755222
SLC15A1	0.626499164
SLC15A2	1.20952877
SLC15A3	18.4985883
SLC15A4	7.526197382
SLC15A5	0.008984894
SLC16A1	20.99247735
SLC16A10	0.245403464
SLC16A11	0.102941088
SLC16A12	0.010863638
SLC16A12-AS1	0
SLC16A13	2.164451046
SLC16A14	1.810681385
SLC16A14P1	0
SLC16A1-AS1	0.266205587
SLC16A1P1	0
SLC16A2	4.998839992
SLC16A3	4.729939837
SLC16A4	2.429748523
SLC16A5	1.793933405
SLC16A6	1.319285982
SLC16A6P1	0.074398994
SLC16A7	0.511226986
SLC16A8	0.083449802
SLC16A9	2.721753406
SLC17A1	0
SLC17A2	0
SLC17A3	0
SLC17A4	0
SLC17A5	8.453079954
SLC17A6	0
SLC17A7	0.192177811
SLC17A8	0
SLC17A9	1.041761102
SLC18A1	0.00671684
SLC18A2	0.038200502
SLC18A3	0.119376568
SLC18B1	4.889359434
SLC19A1	0.727626331
SLC19A2	1.838613771
SLC19A3	0.118278904
SLC1A1	0.729158527
SLC1A2	0.042596456
SLC1A3	7.218614369
SLC1A4	11.93731273
SLC1A5	78.61513074
SLC1A6	0.003434848
SLC1A7	0.262288446
SLC20A1	7.492233518
SLC20A1P1	0
SLC20A1P2	0
SLC20A1P3	0
SLC20A2	21.16925299
SLC22A1	0.136312344
SLC22A10	0.008207139
SLC22A11	0.025146347
SLC22A12	0
SLC22A13	0.030837
SLC22A14	0
SLC22A15	1.419344985
SLC22A16	0.013443995
SLC22A17	2.590678021
SLC22A18	5.073728701
SLC22A18AS	0.383184045
SLC22A2	0.008511698
SLC22A20P	0.448373954
SLC22A23	3.521192857
SLC22A24	0.010538862
SLC22A25	0
SLC22A3	0.274551844
SLC22A31	0.100623927
SLC22A4	1.221300454
SLC22A5	0.595575934
SLC22A6	0
SLC22A7	0
SLC22A8	0
SLC22A9	0
SLC23A1	0.106592877
SLC23A2	2.079360313
SLC23A3	0.12398455
SLC24A1	0.670737564
SLC24A2	0.676789288
SLC24A3	4.928039558
SLC24A4	0.020045191
SLC24A5	0
SLC25A1	47.41345674
SLC25A10	4.40887134
SLC25A11	18.66639824
SLC25A12	4.384762082
SLC25A13	5.726857567
SLC25A14	2.112199561
SLC25A14P1	0
