	00068002-f4f0-4610-bfe6-67169c760d21
	tumor
RPS27P16	0.852999201
RPS27P18	0
RPS27P20	0
RPS27P21	0.22678947
RPS27P22	0
RPS27P23	0
RPS27P25	0.172141405
RPS27P26	0
RPS27P27	0
RPS27P29	0.22678947
RPS27P5	0
RPS28	90.85085565
RPS28P1	0
RPS28P7	616.1416322
RPS28P8	0
RPS29	27.9153427
RPS29P1	0
RPS29P10	0
RPS29P11	0
RPS29P12	0
RPS29P13	0
RPS29P14	0.334216061
RPS29P15	0
RPS29P16	1.002648183
RPS29P17	0
RPS29P19	0.167108031
RPS29P2	0
RPS29P20	0
RPS29P21	0
RPS29P22	0
RPS29P23	0
RPS29P24	0
RPS29P25	0
RPS29P26	0
RPS29P27	0
RPS29P28	0
RPS29P29	0.167108031
RPS29P3	0.167108031
RPS29P30	0
RPS29P31	0
RPS29P32	0
RPS29P33	0
RPS29P4	0
RPS29P5	0.668432122
RPS29P6	0
RPS29P7	0
RPS29P8	0
RPS29P9	0
RPS2P1	0.034805692
RPS2P2	0
RPS2P24	0
RPS2P25	0.049268057
RPS2P28	0
RPS2P32	4.837327867
RPS2P35	0.06371343
RPS2P36	0.068773702
RPS2P39	0.085555309
RPS2P4	0.100147687
RPS2P41	0.284333067
RPS2P44	0
RPS2P45	0.012067345
RPS2P46	3.430351259
RPS2P48	0.032398496
RPS2P5	29.55074535
RPS2P52	0
RPS2P55	0.453065261
RPS2P6	0
RPS2P7	0.710350747
RPS3	182.9382985
RPS3A	81.66164711
RPS3AP1	0
RPS3AP12	0.037948836
RPS3AP14	0
RPS3AP15	0
RPS3AP17	0
RPS3AP2	0.189492528
RPS3AP22	0.037159263
RPS3AP23	0
RPS3AP24	0
RPS3AP25	0.180173223
RPS3AP26	0.947656
RPS3AP29	0
RPS3AP3	0
RPS3AP30	0
RPS3AP32	0
RPS3AP33	0
RPS3AP34	0.036588314
RPS3AP35	0
RPS3AP36	0
RPS3AP37	0.03835634
RPS3AP38	0.074902944
RPS3AP39	0
RPS3AP4	0
RPS3AP40	0
RPS3AP41	0
RPS3AP42	0
RPS3AP43	0
RPS3AP44	0.108514455
RPS3AP46	0.335196167
RPS3AP47	1.154564575
RPS3AP49	0.217028911
RPS3AP5	0.591696766
RPS3AP50	0
RPS3AP52	0
RPS3AP53	0
RPS3AP54	0.194655812
RPS3AP6	1.293983693
RPS3AP9	0
RPS3P1	0
RPS3P2	0
RPS3P6	0.047232187
RPS3P7	0
RPS4X	292.9608878
RPS4XP1	0.145237475
RPS4XP10	0
RPS4XP11	0.111044585
RPS4XP12	0
RPS4XP13	0.108651989
RPS4XP14	0.036588314
RPS4XP15	0
RPS4XP16	0.544567694
RPS4XP17	0.113695517
RPS4XP18	0
RPS4XP19	0.038825371
RPS4XP2	0.036034645
RPS4XP20	0
RPS4XP21	0
RPS4XP22	1.648584994
RPS4XP23	0.241143234
RPS4XP3	0.138380016
RPS4XP4	0
RPS4XP5	0.036080143
RPS4XP6	0.035853793
RPS4XP7	0.036635222
RPS4XP8	0.111188612
RPS4XP9	0.036635222
RPS4Y1	0.05024259
RPS4Y2	0
RPS5	79.15334981
RPS5P2	0.089298354
RPS5P3	0.09277751
RPS5P7	0
RPS6	249.4931516
RPS6KA1	6.726211832
RPS6KA2	1.975982014
RPS6KA2-AS1	0.045574917
RPS6KA2-IT1	0.148059447
RPS6KA3	14.47366959
RPS6KA4	24.95756461
RPS6KA5	1.079078138
RPS6KA6	0.74278753
RPS6KB1	4.32330888
RPS6KB2	7.671498566
RPS6KB2-AS1	0
RPS6KC1	8.618805899
RPS6KL1	1.129213265
RPS6P12	0
RPS6P14	0
RPS6P15	0
RPS6P16	0.043626677
RPS6P2	0
RPS6P20	0
RPS6P21	0
RPS6P22	0
RPS6P23	0
RPS6P25	0.458430052
RPS6P4	0
RPS6P7	0
RPS6P8	0
RPS7	91.59199236
RPS7P1	8.548218486
RPS7P10	0.852999201
RPS7P11	1.804253429
RPS7P12	0
RPS7P13	0
RPS7P14	0.245072669
RPS7P15	0
RPS7P2	0
RPS7P3	0.492680573
RPS7P4	0.589185015
RPS7P5	0
RPS7P6	0
RPS7P7	0.050044612
RPS7P8	0.049183259
RPS7P9	0
RPS8	174.6948056
RPS8P10	0
RPS8P3	0.045941275
RPS8P4	0
RPS8P6	0
RPS9	107.5813286
RPS9P1	0
RPSA	89.26931371
RPSAP1	0
RPSAP10	0
RPSAP11	0.03243527
RPSAP12	0.225257109
RPSAP13	0.130630735
RPSAP14	0.318389674
RPSAP15	0.199132218
RPSAP16	0.069611384
RPSAP17	0.129447217
RPSAP18	0.129008908
RPSAP19	0.389665544
RPSAP2	0
RPSAP20	0.032107273
RPSAP21	0
RPSAP22	0
RPSAP23	0
RPSAP24	0
RPSAP25	0
RPSAP26	0
RPSAP27	0
RPSAP28	0
RPSAP29	0.032883168
RPSAP3	0
RPSAP31	0.048474085
RPSAP32	0
RPSAP33	0
RPSAP34	0
RPSAP35	0
RPSAP36	0.135965773
RPSAP37	0
RPSAP38	0
RPSAP39	0
RPSAP4	0.064359174
RPSAP40	0
RPSAP41	0.033227294
RPSAP42	0
RPSAP43	0.045720757
RPSAP44	0.064650392
RPSAP45	0.098085148
RPSAP46	0.064796991
RPSAP47	0.032179587
RPSAP48	0
RPSAP49	0
RPSAP5	0.064650392
RPSAP50	0
RPSAP51	0
RPSAP52	0.070210008
RPSAP53	0.198901206
RPSAP54	0.322522271
RPSAP55	0.065240806
RPSAP57	0
RPSAP58	0.032252227
RPSAP59	0
RPSAP6	0.097195487
RPSAP60	0.032472129
RPSAP61	0.227822679
RPSAP62	0
RPSAP63	0
RPSAP64	0
RPSAP65	0
RPSAP66	0
RPSAP67	0
RPSAP68	0
RPSAP69	0.096132795
RPSAP7	0.03228867
RPSAP70	0.099220393
RPSAP71	0
RPSAP72	0
RPSAP73	0
RPSAP74	0
RPSAP75	0
RPSAP76	0.066999937
RPSAP8	0.192860337
RPSAP9	0.418334631
RPTN	0.384315695
RPTOR	8.323987568
RPUSD1	15.8615032
RPUSD2	9.440728463
RPUSD3	3.52651689
RPUSD4	6.718700538
RRAD	0.267529299
RRAGA	29.00707257
RRAGB	7.571189603
RRAGC	3.428835572
RRAGD	1.571876386
RRAS	21.60404312
RRAS2	10.94027675
RRBP1	46.75242181
RREB1	5.784984814
RRH	0.039279001
RRM1	60.97514792
RRM1-AS1	0.165176146
RRM2	30.3286405
RRM2B	4.568573315
RRM2P2	0
RRM2P3	0
RRM2P4	0
RRN3	18.53692873
RRN3P1	0.582062752
RRN3P2	0.097652194
RRN3P3	1.247948474
RRNAD1	8.63846745
RRP1	18.84865371
RRP12	4.673793546
RRP15	3.25882918
RRP1B	15.160573
RRP36	20.66942005
RRP7A	25.52331587
RRP7BP	3.451279661
RRP8	2.29941326
RRP9	19.14085881
RRS1	32.64571941
RRS1-AS1	0.019635002
RS1	0
RSAD1	6.983905557
RSAD2	0.514287582
RSBN1	2.681962585
RSBN1L	8.835158805
RSC1A1	0
RSF1	4.284505515
RSF1-IT1	0
RSF1-IT2	0.403893614
RSG1	1.091231664
RSL1D1	33.68171151
RSL24D1	35.7074707
RSL24D1P1	0
RSL24D1P11	0
RSL24D1P2	0.078075063
RSL24D1P3	0.057728229
RSL24D1P4	0
RSL24D1P5	0
RSL24D1P6	0.712605317
RSL24D1P8	0
RSL24D1P9	0
RSPH1	0.028690234
RSPH10B	0.011446214
RSPH10B2	0.005724253
RSPH14	1.161318493
RSPH3	2.674186947
RSPH4A	0.130803223
RSPH6A	0.044877068
RSPH9	0.314971009
RSPO1	0.027752159
RSPO2	0
RSPO3	0.332586508
RSPO4	0.04217782
RSPRY1	3.275058359
RSRC1	15.34598406
RSRC2	8.081291593
RSRP1	1.52872902
RSU1	12.60020867
RSU1P1	0.064796991
RSU1P2	0
RSU1P3	0
RTBDN	0.128189039
RTCA	8.505837272
RTCA-AS1	0.878206033
RTCB	40.97304115
RTEL1	0.181128938
RTEL1P1	0.023263615
RTEL1-TNFRSF6B	0.218756479
RTF1	20.9933156
RTF2	19.81926743
RTKN	16.88265221
RTKN2	1.104351657
RTL1	0.013630085
RTL10	5.536156653
RTL3	0.010791342
RTL4	0
RTL5	0.562062039
RTL6	12.38703862
RTL8A	45.44968548
RTL8B	18.81524249
RTL8C	55.74757859
RTL9	0.025841448
RTN1	0.207101996
RTN2	3.759466212
RTN3	39.34061179
RTN3P1	0.200952695
RTN4	32.91942686
RTN4IP1	8.511843088
RTN4R	7.09465927
RTN4RL1	4.398652154
RTN4RL2	1.508382751
RTP1	0.090224769
RTP2	0
RTP3	0
RTP4	2.114658572
RTP5	0
RTRAF	16.95027169
RTTN	1.905663609
RUBCN	5.912166874
RUBCNL	0.14978135
RUFY1	3.47585269
RUFY2	1.201033777
RUFY3	1.476576498
RUFY4	0.072143724
RUNDC1	5.226121864
RUNDC3A	1.231551194
RUNDC3A-AS1	0.354350677
RUNDC3B	0.036401877
RUNX1	8.788783662
RUNX1T1	0.02322351
RUNX2	0.195340149
RUNX2-AS1	0
RUNX3	5.243785712
RUSC1	14.71686893
RUSC1-AS1	0.999653927
RUSC2	2.242988571
RUVBL1	15.28746162
RUVBL1-AS1	0
RUVBL2	38.36362739
RWDD1	6.789636894
RWDD2A	1.251703421
RWDD2B	11.4049385
RWDD3	1.744516781
RWDD4	3.705753012
RWDD4P1	0.151728176
RWDD4P2	1.979473279
RXFP1	0.120656467
RXFP2	0
RXFP3	0
RXFP4	0.092178946
RXRA	14.69467418
RXRB	11.74364474
RXRG	0.0953929
RXYLT1	3.302803287
RYBP	4.359357337
RYK	10.95505591
RYKP1	0.032883168
RYR1	0.621089208
RYR2	0.76353433
RYR3	0.037379154
S100A1	0.679021146
S100A10	204.9915186
S100A11	2001.964036
S100A11P1	0.366352221
S100A11P2	0
S100A12	3.80638543
S100A13	12.85784585
S100A14	125.4232791
S100A16	202.9345776
S100A2	269.9078361
S100A3	1.346488267
S100A4	80.81980184
S100A5	2.296243384
S100A6	829.6598776
S100A7	56.4578846
S100A7A	0.487264071
S100A7L2	0
S100A8	277.5456748
S100A9	1532.92309
S100B	1.105128799
S100G	0
S100P	13.79659567
S100PBP	1.429706078
S100Z	0.014624091
S1PR1	1.795853576
S1PR2	3.167075062
S1PR3	0.46352721
S1PR4	0.927329059
S1PR5	21.18210417
SAA1	1.045899674
SAA2	0.14114513
SAA2-SAA4	0.064796991
SAA3P	0
SAA4	0
SAAL1	8.600565883
SAC3D1	14.38449329
SACM1L	4.761283284
SACS	0.894499068
SACS-AS1	0
SAE1	68.80496012
SAFB	22.96272394
SAFB2	9.594047504
SAG	0
SAGE1	0
SAGE2P	0
SAGE3P	0
SAGE4P	0
SALL1	0.025243351
SALL1P1	0
SALL2	2.368015804
SALL3	0.003863117
SALL4	0.119621533
SALL4P1	0
SALL4P2	0
SALL4P5	0
SALL4P6	0
SALL4P7	0
SALRNA1	0.136986928
SALRNA2	0
SALRNA3	0
SAMD1	43.43774984
SAMD10	3.751040513
SAMD11	0.0711275
SAMD11P1	0.086461341
SAMD12	6.936645648
SAMD12-AS1	2.987435837
SAMD13	0.033083037
SAMD14	0.236228256
SAMD15	0.469703879
SAMD3	0.037256158
SAMD4A	1.333678619
SAMD4B	27.45472735
SAMD5	0.239636089
SAMD7	0
SAMD8	3.843393337
SAMD9	1.000454205
SAMD9L	0.788979429
SAMHD1	8.50798131
SAMM50	13.45511793
SAMM50P1	0
SAMMSON	0.068427857
SAMSN1	0.748426721
SAMSN1-AS1	0
SAP130	14.5719884
SAP18	16.44183589
SAP18P1	0
SAP18P2	0
SAP18P3	0.072160286
SAP25	0
SAP30	2.684362636
SAP30BP	6.027530879
SAP30L	3.071175953
SAP30L-AS1	0.144906051
SAPCD1	0.110117431
SAPCD1-AS1	0.371915053
SAPCD2	49.49468011
SAPCD2P1	0
SAPCD2P2	0
SAPCD2P3	0.033618204
SAPCD2P4	0
SAR1A	8.559416409
SAR1AP1	0
SAR1AP2	0
SAR1AP3	0
SAR1AP4	0
SAR1B	2.562226597
SARAF	73.53166923
SARDH	0.306963091
SARM1	0.397701208
SARNP	0.605840422
SARS	15.19654989
SARS2	2.538273233
SART1	31.16663342
SART3	14.37223292
SASH1	2.584337332
SASH3	1.70757162
SASS6	3.35970443
SAT1	271.3411629
SAT2	10.85276646
SATB1	0.927014009
SATB1-AS1	0.027506935
SATB2	0.49807587
SATB2-AS1	0.031963617
SATL1	0.012577233
SAV1	16.40425035
SAXO1	0.012082653
SAXO2	0.089298354
SAYSD1	7.356352594
SBDS	32.63411434
SBDSP1	11.62392131
SBF1	15.08225644
SBF1P1	0
SBF2	2.973948874
SBF2-AS1	3.341110146
SBK1	12.23845388
SBK2	0
SBK3	0.075198614
SBNO1	10.17506737
SBNO2	17.92759466
SBSN	16.69060873
SBSPON	0.260784606
SC5D	14.67278162
SCAANT1	0.560303397
SCAF1	32.62806343
SCAF11	9.249617019
SCAF4	18.29004616
SCAF8	11.76698469
SCAI	1.607288028
SCAMP1	12.11631405
SCAMP1-AS1	2.918142634
SCAMP2	40.98865879
SCAMP3	32.67105702
SCAMP4	15.08709366
SCAMP5	6.1631074
SCAND1	28.93338246
SCAND2P	0.314631505
SCAND3P1	0
SCAP	17.55525422
SCAPER	1.085424952
SCARA3	23.38637712
SCARA5	0.064431732
SCARB1	13.19322327
SCARB2	26.10747721
SCARF1	0.835203309
SCARF2	3.734474997
SCARNA1	0
SCARNA10	0.173184686
SCARNA11	0
SCARNA12	0.211670172
SCARNA13	0.935197306
SCARNA14	0
SCARNA15	0
SCARNA16	0
SCARNA17	0
SCARNA18	0
SCARNA18B	0
SCARNA2	0
SCARNA20	0
SCARNA21	0.205578944
SCARNA21B	0
SCARNA22	0.228603786
SCARNA23	0
SCARNA3	0
SCARNA4	0
SCARNA4	0
SCARNA5	0.103534323
SCARNA6	0.862655795
SCARNA7	0.173184686
SCARNA8	0.218133383
SCARNA9	0.242851047
SCART1	0.139044723
SCCPDH	18.10655235
SCD	111.2375704
SCD5	12.08398973
SCDP1	0.079302886
SCEL	0.937791987
SCEL-AS1	0
SCFD1	8.480014121
SCFD2	2.431382494
SCG2	2.133439156
SCG3	0.068960418
SCG5	0.45543787
SCGB1A1	1.276567532
SCGB1B2P	0.510276308
SCGB1C1	0
SCGB1C2	0
SCGB1D1	0
SCGB1D2	0.059532236
SCGB1D4	0
SCGB1D5P	0
SCGB2A1	0.383931502
SCGB2A2	0
SCGB2B2	0.114684173
SCGB2B3P	0
SCGB3A1	4.931464646
SCGB3A2	0.558218547
SCGN	0
SCHIP1	0.276597125
SCHLAP1	0
SCIMP	0.353118966
SCIN	0.211433425
SCLT1	0.647876142
SCLY	0.204580223
SCMH1	4.498050654
SCML1	1.793439742
SCML2	1.305374937
SCML2P1	0.155866218
SCML2P2	0
SCML4	0.036140986
SCN10A	0.004452395
SCN11A	0
SCN1A	0.021480704
SCN1B	1.031806276
SCN2A	0.004598193
SCN2B	0.068667461
SCN3A	0.005827567
SCN3B	0.09360098
SCN4A	0.051974306
SCN4B	0.738541174
SCN5A	0.06275935
SCN7A	0.006973029
SCN8A	0.425850334
SCN9A	6.071323045
SCNM1	7.9118615
SCNN1A	58.87247768
SCNN1B	0.255268393
SCNN1D	0.518263241
SCNN1G	0.74962747
SCO1	2.689949239
SCO2	17.61559297
SCOC	8.471851452
SCOC-AS1	0.0829993
SCOCP1	0.081878147
SCP2	8.058249042
SCP2D1	0
SCPEP1	46.8643694
SCRG1	0.026478385
SCRIB	30.05224187
SCRN1	20.95188105
SCRN2	2.159828735
SCRN3	3.771907301
SCRT1	0.030246598
SCRT2	0
SCT	0.468450381
SCTR	0.091748455
SCUBE1	0.030612373
SCUBE2	0.277744422
SCUBE3	25.30459932
SCX	0.514873391
SCYL1	36.47009836
SCYL2	11.87393158
SCYL3	1.86406908
SDAD1	7.555188137
SDAD1P1	1.350447695
SDAD1P2	0
SDAD1P3	0
SDAD1P4	0
SDC1	569.1089658
SDC2	31.18985184
SDC3	5.268691328
SDC4	42.70463947
SDC4P	0
SDCBP	26.25498691
SDCBP2	8.46600903
SDCBP2-AS1	0.802760953
SDCBP2P1	0
SDCBPP1	0
SDCBPP2	0.03228867
SDCBPP3	0
SDCCAG3	21.7804756
SDCCAG3P1	0
SDCCAG3P2	0
SDCCAG8	3.849795998
SDE2	13.18425607
SDF2	12.75261965
SDF2L1	37.415929
SDF4	24.18204731
SDHA	18.495827
SDHAF1	9.158477542
SDHAF2	6.765461157
SDHAF3	7.916262231
SDHAF4	7.778878823
SDHAP1	3.443033458
SDHAP2	0
SDHAP3	4.531149207
SDHB	15.5760703
SDHC	6.867396567
SDHCP1	0
SDHCP2	0.057036873
SDHCP3	0.112946534
SDHCP4	0.05603034
SDHD	37.61848867
SDHDP1	0
SDHDP2	0
SDHDP6	0.059532236
SDK1	15.53622562
SDK2	1.871057091
SDR16C5	1.594788533
SDR16C6P	0
SDR39U1	2.683272897
SDR42E1	1.571399124
SDR42E1P1	0
SDR42E1P2	0
SDR42E1P3	0
SDR42E1P4	0
SDR42E1P5	0
SDR42E2	0
SDR9C7	0.453321955
SDS	1.112219018
SDSL	0.992920324
SEBOX	0.085812232
SEC11A	21.19795021
SEC11B	0.057265477
SEC11C	3.484041293
SEC13	14.67601884
SEC13P1	0.150714521
SEC14L1	8.159153553
SEC14L1P1	0.537182211
SEC14L2	1.35118779
SEC14L3	0.007801112
SEC14L4	0.990993927
SEC14L5	0.189709024
SEC14L6	0.025273119
SEC16A	17.35727241
SEC16B	0.00774718
SEC1P	0.043394796
SEC22A	4.063094107
SEC22B	2.641191072
SEC22C	3.505827761
SEC23A	13.06581168
SEC23A-AS1	0
SEC23B	23.73624973
SEC23IP	6.334768693
SEC24A	4.496043767
SEC24AP1	0
SEC24B	6.13231079
SEC24B-AS1	0.232231013
SEC24C	6.851175675
SEC24D	4.902767684
SEC31A	14.83924793
SEC31B	0.057597326
SEC61A1	92.02920662
SEC61A2	2.495610787
SEC61B	68.86929177
SEC61G	38.05409111
SEC62	22.09841402
SEC62-AS1	0.082588073
SEC63	12.62219284
SEC63P1	1.203895136
SEC63P2	0
SECISBP2	4.09718647
SECISBP2L	2.775752946
SECTM1	2.702172409
SEH1L	7.824788489
SEL1L	24.82380266
SEL1L2	0.007357228
SEL1L3	7.84881138
SELE	0.405104855
SELENBP1	1.965379294
SELENOF	45.13919261
SELENOH	42.94379143
SELENOI	16.25246747
SELENOK	12.1957216
SELENOKP1	0.100264818
SELENOKP2	0
SELENOKP3	0
SELENOM	18.95467537
SELENON	52.31946951
SELENOO	17.23235266
SELENOOLP	0.089578286
SELENOP	0.969596753
SELENOS	19.62951387
SELENOT	36.39140073
SELENOTP1	0.117353073
SELENOTP2	0
SELENOV	0.247621085
SELENOW	24.40946145
SELENOWP1	0
SELL	2.380415568
SELP	0.556771398
SELPLG	2.704014307
SEM1	10.79849476
SEM1P1	0.683623761
SEMA3A	0.176862389
SEMA3B	2.417619787
SEMA3B-AS1	0
SEMA3C	6.409878008
SEMA3D	0.531669683
SEMA3E	0
SEMA3F	33.30647263
SEMA3F-AS1	0.164728059
SEMA3G	1.516878044
SEMA4A	19.66810957
SEMA4B	79.22902761
SEMA4C	20.04506559
SEMA4D	5.559705419
SEMA4F	6.800843315
SEMA4G	0.549423719
SEMA5A	0.309447548
SEMA5A-AS1	0
SEMA5B	0.307608725
SEMA6A	1.298885147
SEMA6A-AS1	0.080807277
SEMA6A-AS2	0.059285214
SEMA6B	1.735772172
SEMA6C	11.45675282
SEMA6D	17.5825955
SEMA7A	2.135368387
SEMG1	0.034386851
SEMG2	0.013932459
SENCR	0.154105017
SENP1	5.690763589
SENP2	17.66983858
SENP3	5.04822973
SENP3-EIF4A1	0.081203391
SENP5	12.38473601
SENP6	8.336807941
SENP7	1.469876593
SENP8	0.393790224
SEPHS1	28.22268961
SEPHS1P1	0
SEPHS1P4	0.048597744
SEPHS1P6	0
SEPHS1P7	0
SEPHS2	32.49605952
SEPHS2P1	0
SEPSECS	0.972079641
SEPSECS-AS1	0.078720312
SEPT1	0.650520614
SEPT10	21.04942266
SEPT10P1	0.319691181
SEPT11	11.25266924
SEPT12	0
SEPT14	0
SEPT14P1	0
SEPT14P12	0.408221046
SEPT14P17	0
SEPT14P19	0
SEPT14P2	0
SEPT14P24	0
SEPT14P3	0
SEPT14P4	0
SEPT14P8	0
SEPT2	30.15181066
SEPT2P1	0
SEPT3	0.210617087
SEPT4	0.731149777
SEPT4-AS1	0.018143158
SEPT5	3.517576007
SEPT6	1.404751046
SEPT7	14.71380122
SEPT7-AS1	0.091701099
SEPT7P1	0.023892536
SEPT7P2	1.124968586
SEPT7P3	0
SEPT7P4	0
SEPT7P5	0
SEPT7P6	0.025000414
SEPT7P7	0.021964238
SEPT7P8	0.036871578
SEPT7P9	0.094935127
SEPT8	4.287618016
SEPT9	34.88503739
SERAC1	1.642453662
SERBP1	33.27352523
SERBP1P1	0.123170143
SERBP1P2	0
SERBP1P3	0
SERBP1P4	0
SERBP1P5	0.241959977
SERBP1P6	0.030660379
SERF1A	0.052192645
SERF1AP1	0
SERF1B	0.065561558
SERF2	48.69537563
SERGEF	2.81511658
SERHL	1.24669114
SERHL2	1.833449363
SERINC1	36.44579802
SERINC2	30.00062362
SERINC3	26.29944258
SERINC4	0
SERINC5	18.91414241
SERP1	60.21384736
SERP2	0.044486985
SERPINA1	3.048749999
SERPINA10	0
SERPINA11	0.154880614
SERPINA12	0
SERPINA13P	0
SERPINA15P	0
SERPINA2	0
SERPINA3	0
SERPINA4	0.012222187
SERPINA5	0.037848309
SERPINA6	0
SERPINA7	0
SERPINA7P1	0
SERPINA9	0.011157936
SERPINB1	13.49346037
SERPINB10	0.010583509
SERPINB11	0.378841501
SERPINB12	0.961459584
SERPINB13	138.6619325
SERPINB2	6.374368663
SERPINB3	92.01249995
SERPINB4	9.269639352
SERPINB5	103.3621078
SERPINB6	1.468352716
SERPINB7	1.126981121
SERPINB8	4.814035305
SERPINB8P1	0
SERPINB9	2.06093141
SERPINB9P1	0.039144484
SERPINC1	0.064650392
SERPIND1	0.0111929
SERPINE1	10.73147866
SERPINE2	1.857678948
SERPINE3	0.076697973
SERPINE4P	0
SERPINF1	38.75240129
SERPINF2	5.160136562
SERPING1	15.86204453
SERPINH1	80.51607698
SERPINH1P1	0.068636045
SERPINI1	1.524497951
SERPINI2	0
SERTAD1	4.501245309
SERTAD2	9.305019413
SERTAD3	8.979758719
SERTAD4	4.390597679
SERTAD4-AS1	1.110003442
SERTM1	0.035641376
SERTM2	0
SESN1	2.410584736
SESN2	1.522701151
SESN3	51.63623617
SESTD1	1.588785233
SET	149.2354909
SETBP1	1.683623523
SETD1A	12.7498852
SETD1B	11.28720881
SETD2	6.291794983
SETD3	15.74184705
SETD4	2.165045428
SETD5	10.89294501
SETD6	2.2171596
SETD6P1	0
SETD7	4.792695782
SETD8P1	0.091237143
SETD9	1.549463137
SETDB1	6.401582822
SETDB2	0.855809321
SETMAR	3.316581417
SETP1	0.067634256
SETP10	0
SETP11	0
SETP12	0.035497482
SETP14	1.112905028
SETP15	0
SETP16	0
SETP17	0.034976099
SETP2	0.030859042
SETP20	0.134157151
SETP21	0.032035284
SETP22	0.059718857
SETP3	0.070296367
SETP4	0.032921052
SETP5	0.101692076
SETP6	0.050308932
SETP7	0.063080515
SETP8	0.045502346
SETP9	0
SETSIP	0.094308492
SETX	9.824878521
SEZ6	0
SEZ6L	0
SEZ6L2	33.83169166
SF1	51.49518467
SF3A1	27.39254164
SF3A2	51.00548731
SF3A3	12.14156183
SF3A3P1	0.038693938
SF3A3P2	0
SF3B1	36.2213768
SF3B2	30.05165387
SF3B3	12.72884434
SF3B4	80.13860999
SF3B5	152.4849928
SF3B6	56.88834812
SFI1	1.856678111
SFMBT1	1.963431036
SFMBT2	0.370364317
SFN	400.3164022
SFPQ	46.8420732
SFPQP1	0
SFR1	2.744002396
SFR1P1	0.083068236
SFR1P2	0
SFRP1	0.330109437
SFRP2	37.09748935
SFRP4	2.329780679
SFRP5	0.062255933
SFSWAP	6.625503539
SFT2D1	11.68243412
SFT2D2	9.692384912
SFT2D3	0
SFTA1P	0.18294157
SFTA2	0.248122778
SFTA3	0.009194168
SFTPA1	5.036558316
SFTPA2	5.331959809
SFTPA3P	0
SFTPB	3.274707516
SFTPC	3.459891049
SFTPD	0.843636227
SFTPD-AS1	0.005713952
SFXN1	9.551574582
SFXN2	0.853636243
SFXN3	1.610494172
SFXN4	8.321765222
SFXN5	0.922704015
SGCA	1.013893218
SGCB	3.826004783
SGCD	0.083696114
SGCE	0.426332149
SGCG	0.070382939
SGCZ	0
SGF29	7.426394172
SGIP1	0.081823442
SGK1	35.11019664
SGK2	0.00653303
SGK3	1.650689064
SGK494	1.22562613
SGMS1	16.4234521
SGMS1-AS1	0.473957124
SGMS2	0.250760538
SGO1	2.515656864
SGO1-AS1	0
SGO1P1	0
SGO1P2	0
SGO2	6.173479021
SGPL1	15.39472128
SGPP1	5.590853457
SGPP2	21.0461444
SGSH	3.958765098
SGSM1	0.026560217
SGSM2	1.915559816
SGSM3	6.31416117
SGTA	36.5820186
SGTB	1.362157214
SH2B1	2.231646474
SH2B2	3.883579415
SH2B3	2.569881524
SH2D1A	0.244932628
SH2D1B	0.122597668
SH2D2A	3.230666559
SH2D3A	2.274639664
SH2D3C	1.564014954
SH2D4A	8.935002115
SH2D4B	0.006549501
SH2D5	0.510391676
SH2D6	0.244424732
SH2D7	0.029755786
SH3BGR	0.745447128
SH3BGRL	8.706589498
SH3BGRL2	0.958042945
SH3BGRL3	111.8859374
SH3BP1	21.57749267
SH3BP2	3.213922425
SH3BP4	12.04106068
SH3BP5	1.339797374
SH3BP5-AS1	0.114640831
SH3BP5L	7.447721134
SH3D19	6.24412061
SH3D21	0.836698031
SH3GL1	43.68131362
SH3GL1P1	0.120107068
SH3GL1P2	0.264098643
SH3GL1P3	0
SH3GL2	0.021309078
SH3GL3	0.16994037
SH3GLB1	6.980870585
SH3GLB2	6.470788845
SH3KBP1	1.344728152
SH3PXD2A	7.080669744
SH3PXD2A-AS1	0.902247689
SH3PXD2B	6.799078373
SH3RF1	3.704039826
SH3RF2	10.04013792
SH3RF3	0.216667383
SH3RF3-AS1	0.053445399
SH3TC1	0.865923431
SH3TC2	0.125339352
SH3TC2-DT	0.019876286
SH3YL1	3.601047096
SHANK1	0.045315935
SHANK2	0.271869424
SHANK2-AS1	0
SHANK2-AS2	0
SHANK2-AS3	0
SHANK3	5.044308889
SHARPIN	18.82099979
SHB	4.189289643
SHBG	0.02898121
SHC1	50.5500253
SHC1P1	0
SHC1P2	0
SHC2	1.205313341
SHC3	0.164044916
SHC4	0.117827285
SHCBP1	5.633065926
SHCBP1L	0
SHD	0.03049677
SHE	0.159109968
SHF	0.700665465
SHH	0.294943352
SHISA2	11.99970047
SHISA3	0.014497957
SHISA4	1.047440027
SHISA5	39.52409472
SHISA6	0.371980477
SHISA7	0.023487977
SHISA8	0.325414642
SHISA9	0.025325382
SHISAL1	0.016931105
SHISAL2A	0.045574917
SHISAL2B	0.063595267
SHKBP1	24.52437717
SHMT1	10.09030925
SHMT1P1	0.021780086
SHMT2	54.9064901
SHOC2	6.690622203
SHOX	0
SHOX2	2.41857821
SHPK	0.625414213
SHPRH	0.988322201
SHQ1	2.632015853
SHQ1P1	0
SHROOM1	0.937430683
SHROOM2	6.771455687
SHROOM2P1	0.011986356
SHROOM3	1.956569753
SHROOM4	0.353978571
SHTN1	1.559229168
SI	0
SIAE	2.822789099
SIAH1	1.623171862
SIAH1P1	0
SIAH2	58.87617563
SIAH2-AS1	0.777563897
SIAH3	0.004049238
SIDT1	0.155995139
SIDT1-AS1	0
