	944c32ab-2edb-486a-92db-fecd68f690af
	tumor
SEMA4F	1.988517938
SEMA4G	0.785741557
SEMA5A	0.247578289
SEMA5A-AS1	0
SEMA5B	3.150004322
SEMA6A	0.801708853
SEMA6A-AS1	0.133444779
SEMA6A-AS2	0.10443023
SEMA6B	2.110617313
SEMA6C	4.49283693
SEMA6D	1.29660622
SEMA7A	1.962483705
SEMG1	0
SEMG2	0
SENCR	0.038779176
SENP1	6.071674332
SENP2	15.86452367
SENP3	7.732819359
SENP3-EIF4A1	0.128734964
SENP5	19.17180183
SENP6	5.675628363
SENP7	3.919170517
SENP8	0.779107496
SEPHS1	10.72604286
SEPHS1P1	0.157626422
SEPHS1P4	0.042802186
SEPHS1P6	0.042693275
SEPHS1P7	0
SEPHS2	29.63689802
SEPHS2P1	0
SEPSECS	1.954614846
SEPSECS-AS1	0.398661683
SEPT1	1.133948357
SEPT10	17.61920748
SEPT10P1	0.129953625
SEPT11	5.785970376
SEPT12	0.359538362
SEPT14	0.00644499
SEPT14P1	0
SEPT14P12	0.269653772
SEPT14P17	0
SEPT14P19	0
SEPT14P2	0
SEPT14P24	0
SEPT14P3	0
SEPT14P4	0.135310136
SEPT14P8	0
SEPT2	71.60748864
SEPT2P1	0
SEPT3	1.9477479
SEPT4	0.452339827
SEPT4-AS1	0.015979483
SEPT5	5.91529974
SEPT6	2.712226141
SEPT7	9.387461079
SEPT7-AS1	0.205019407
SEPT7P1	0.021043215
SEPT7P2	8.547832641
SEPT7P3	0
SEPT7P4	0
SEPT7P5	0
SEPT7P6	0.066056917
SEPT7P7	0.058034632
SEPT7P8	0
SEPT7P9	0.062710179
SEPT8	5.284202128
SEPT9	25.30876862
SERAC1	0.445320253
SERBP1	29.48252043
SERBP1P1	0.325444207
SERBP1P2	0
SERBP1P3	0.684411716
SERBP1P4	0
SERBP1P5	0.404899257
SERBP1P6	0.054007909
SERF1A	0.045968375
SERF1AP1	0
SERF1B	0.090738951
SERF2	67.94281633
SERGEF	2.299731387
SERHL	1.386967735
SERHL2	1.588035447
SERINC1	28.9063342
SERINC2	30.1175429
SERINC3	34.64251545
SERINC4	0
SERINC5	8.385726743
SERP1	94.98206506
SERP2	2.311717857
SERPINA1	4.697762568
SERPINA10	0.018397431
SERPINA11	0
SERPINA12	0
SERPINA13P	0
SERPINA15P	0
SERPINA2	0
SERPINA3	0.025167685
SERPINA4	0
SERPINA5	0.033334683
SERPINA6	0
SERPINA7	0
SERPINA7P1	0
SERPINA9	0.108100171
SERPINB1	25.96485187
SERPINB10	0.782994656
SERPINB11	0.054475509
SERPINB12	0.059079074
SERPINB13	14.07392505
SERPINB2	0.888378996
SERPINB3	14.0371554
SERPINB4	5.801195236
SERPINB5	17.62824167
SERPINB6	14.60353746
SERPINB7	1.345712414
SERPINB8	0.876185925
SERPINB8P1	0
SERPINB9	5.653256184
SERPINB9P1	2.758102506
SERPINC1	0
SERPIND1	0.029574248
SERPINE1	19.65288534
SERPINE2	1.45497585
SERPINE3	0.096501861
SERPINE4P	0
SERPINF1	11.70227664
SERPINF2	3.119163732
SERPING1	14.52223644
SERPINH1	35.41094355
SERPINH1P1	0.181352417
SERPINI1	9.378033298
SERPINI2	0.301834675
SERTAD1	3.214415823
SERTAD2	9.643467584
SERTAD3	3.857986035
SERTAD4	2.499735349
SERTAD4-AS1	0.752022471
SERTM1	0.588580107
SERTM2	0
SESN1	1.882293204
SESN2	3.78280588
SESN3	18.82775265
SESTD1	3.257672905
SET	140.9563751
SETBP1	0.537163404
SETD1A	9.34080978
SETD1B	8.379137971
SETD2	6.62915677
SETD3	13.35032192
SETD4	6.501881518
SETD5	10.6906776
SETD6	4.044275553
SETD6P1	0
SETD7	3.32229362
SETD8P1	0.096427913
SETD9	1.921693423
SETDB1	13.10720848
SETDB2	1.311523586
SETMAR	2.638832163
SETP1	0.029784243
SETP10	0
SETP11	0.036474906
SETP12	0.250113643
SETP14	1.672079898
SETP15	0
SETP16	0.035397588
SETP17	0.123220002
SETP2	0
SETP20	0.265855831
SETP21	0.056429788
SETP22	0.052597044
SETP3	0.061913125
SETP4	0.028995029
SETP5	0.134347075
SETP6	0.044309305
SETP7	0.055557804
SETP8	0.120227796
SETP9	0.090748866
SETSIP	0.359933894
SETX	7.005074864
SEZ6	0.03444258
SEZ6L	0.007040897
SEZ6L2	10.18954464
SF1	45.3625193
SF3A1	17.11513949
SF3A2	33.84065926
SF3A3	15.05813411
SF3A3P1	0.102238397
SF3A3P2	0.016700521
SF3B1	40.06945979
SF3B2	31.12879104
SF3B3	10.83391948
SF3B4	88.23824121
SF3B5	69.22021401
SF3B6	102.3948436
SFI1	2.214111305
SFMBT1	3.201386335
SFMBT2	1.064563
SFN	606.9225459
SFPQ	42.51325683
SFPQP1	0
SFR1	2.166754369
SFR1P1	0.036580938
SFR1P2	0
SFRP1	0.433469901
SFRP2	0.966082411
SFRP4	0.25125809
SFRP5	0
SFSWAP	8.746867121
SFT2D1	14.33520223
SFT2D2	10.94315452
SFT2D3	0
SFTA1P	0.515599188
SFTA2	0.182110603
SFTA3	0.064781687
SFTPA1	10.20672348
SFTPA2	12.08236366
SFTPA3P	0
SFTPB	8.02181699
SFTPC	11.42335029
SFTPD	1.181223689
SFTPD-AS1	0.005032531
SFXN1	10.46659287
SFXN2	0.89593702
SFXN3	4.488989012
SFXN4	16.20809716
SFXN5	0.712785533
SGCA	0.092377312
SGCB	3.325393354
SGCD	0.12365076
SGCE	25.54317498
SGCG	0.232460148
SGCZ	0.055953058
SGF29	7.085817255
SGIP1	0.245022803
SGK1	8.291835491
SGK2	0.753764697
SGK3	1.20664115
SGK494	5.267780596
SGMS1	2.532818857
SGMS1-AS1	0.147926009
SGMS2	1.24602293
SGO1	2.892837398
SGO1-AS1	0
SGO1P1	0
SGO1P2	0
SGO2	2.277713139
SGPL1	7.803125532
SGPP1	5.174877335
SGPP2	6.027871885
SGSH	7.798120894
SGSM1	0.175445698
SGSM2	6.423928698
SGSM3	14.77876032
SGTA	22.49928831
SGTB	1.002679184
SH2B1	14.75893656
SH2B2	6.566401132
SH2B3	4.872307973
SH2D1A	0.472536133
SH2D1B	0.341927795
SH2D2A	4.147858974
SH2D3A	8.317312396
SH2D3C	1.815055223
SH2D4A	4.793266982
SH2D4B	0.005768436
SH2D5	0.78524544
SH2D6	4.45555446
SH2D7	0.157243435
SH3BGR	3.552094724
SH3BGRL	27.52715587
SH3BGRL2	1.741670898
SH3BGRL3	45.17782715
SH3BP1	6.865026657
SH3BP2	5.005428834
SH3BP4	10.60156532
SH3BP5	0.381236879
SH3BP5-AS1	1.461859276
SH3BP5L	9.13412735
SH3D19	4.14560795
SH3D21	1.996988893
SH3GL1	37.80958106
SH3GL1P1	0.229197835
SH3GL1P2	0.069781013
SH3GL1P3	0
SH3GL2	0.018767849
SH3GL3	0.149674013
SH3GLB1	8.833012667
SH3GLB2	10.43790415
SH3KBP1	4.720029574
SH3PXD2A	2.618244233
SH3PXD2A-AS1	0.045408544
SH3PXD2B	4.745167205
SH3RF1	2.640279937
SH3RF2	1.642581235
SH3RF3	0.563811666
SH3RF3-AS1	0.078452885
SH3TC1	0.691380765
SH3TC2	0.00334521
SH3TC2-DT	0
SH3YL1	8.698799626
SHANK1	0.043237731
SHANK2	0.284090192
SHANK2-AS1	0.022351408
SHANK2-AS2	0
SHANK2-AS3	0
SHANK3	2.032320133
SHARPIN	18.27664108
SHB	5.615929793
SHBG	0.051050072
SHC1	40.71925143
SHC1P1	0.014422742
SHC1P2	0.034265058
SHC2	11.41453594
SHC3	0.775638203
SHC4	0.099624682
SHCBP1	4.780674928
SHCBP1L	0
SHD	0.044766427
SHE	0.265362398
SHF	1.347350545
SHH	1.193941406
SHISA2	0.14959813
SHISA3	0.229841875
SHISA4	3.517133579
SHISA5	27.48803372
SHISA6	0
SHISA7	0.074472848
SHISA8	0.089564717
SHISA9	0.294924132
SHISAL1	0.011183981
SHISAL2A	0.080279698
SHISAL2B	0.074681559
SHKBP1	11.00446812
SHMT1	4.310411159
SHMT1P1	0
SHMT2	52.65550047
SHOC2	5.051720996
SHOX	0.005740804
SHOX2	4.574582256
SHPK	1.888560028
SHPRH	0.60504046
SHQ1	1.994973177
SHQ1P1	0
SHROOM1	1.372265198
SHROOM2	1.90501342
SHROOM2P1	0
SHROOM3	1.83990526
SHROOM4	0.233823458
SHTN1	6.872514544
SI	0.032802457
SIAE	1.400781604
SIAH1	2.121944625
SIAH1P1	0
SIAH2	67.47286226
SIAH2-AS1	0.684834976
SIAH3	0.003566343
SIDT1	0.665101363
SIDT1-AS1	0
SIDT2	4.335808063
SIGIRR	6.191135416
SIGLEC1	1.732951199
SIGLEC10	1.372658051
SIGLEC11	0.063454612
SIGLEC12	0.045738638
SIGLEC14	0.543970145
SIGLEC15	0.090933827
SIGLEC16	0.08021573
SIGLEC17P	0.055192292
SIGLEC18P	0
SIGLEC20P	0
SIGLEC21P	0
SIGLEC22P	0.101482602
SIGLEC26P	0
SIGLEC27P	0
SIGLEC28P	0
SIGLEC29P	0
SIGLEC30P	0
SIGLEC31P	0.04567638
SIGLEC5	0.018080234
SIGLEC6	0.029344367
SIGLEC7	0.24637969
SIGLEC8	0.563514873
SIGLEC9	0.505534444
SIGLECL1	0
SIGMAR1	37.24725749
SIK1	0.025754897
SIK1B	4.267928334
SIK2	4.357328949
SIK3	4.093205972
SIKE1	5.418695747
SIL1	10.23398026
SIM1	0.008141369
SIM2	0.976842989
SIMC1	1.727550657
SIN3A	8.02342495
SIN3B	10.32571893
SINHCAF	22.72885434
SIPA1	6.09345494
SIPA1L1	5.044892136
SIPA1L2	16.72246285
SIPA1L3	12.95520911
SIRPA	2.979599688
SIRPAP1	0.014219031
SIRPB1	0.152882016
SIRPB2	0.279974251
SIRPB3P	0.02069711
SIRPD	0
SIRPG	0.797014122
SIRPG-AS1	0.025464774
SIRT1	2.36137149
SIRT2	3.841468685
SIRT3	3.028637262
SIRT4	1.338706668
SIRT5	5.457246736
SIRT6	10.31270064
SIRT7	7.249209764
SIT1	0.568975555
SIVA1	18.0378951
SIX1	6.113476427
SIX2	28.64892983
SIX3	0.079802411
SIX3-AS1	0.02186593
SIX4	7.972161075
SIX5	0.969621174
SIX6	0
SKA1	3.779418514
SKA2	22.81720903
SKA2P1	0.645325266
SKA3	9.355310866
SKAP1	1.140529548
SKAP1-AS1	0.036634185
SKAP2	11.3026616
SKI	4.462296846
SKIDA1	0.129220976
SKIL	10.19385046
SKINT1L	0.025042473
SKIV2L	14.25490463
SKOR1	0.134856988
SKOR2	0
SKP1	13.59579213
SKP1P1	1.749900414
SKP1P3	0
SKP2	6.408347303
SLA	0.985352616
SLA2	0.648134081
SLAIN1	0.249667336
SLAIN2	4.687114917
SLAMF1	0.365518035
SLAMF6	0.83403473
SLAMF6P1	0
SLAMF7	1.999667118
SLAMF8	4.368223094
SLAMF9	0.217713541
SLBP	29.90060152
SLC10A1	0.061414557
SLC10A2	0.00665988
SLC10A3	12.4550361
SLC10A4	0.056240638
SLC10A5	0.529227029
SLC10A5P1	0.019270816
SLC10A6	0.117292808
SLC10A7	1.407613927
SLC11A1	1.125525809
SLC11A2	10.19210551
SLC12A1	0.006051864
SLC12A2	1.939969746
SLC12A3	0.04072441
SLC12A4	1.577150686
SLC12A5	0.065944038
SLC12A5-AS1	0.044862184
SLC12A6	4.277205081
SLC12A7	7.731660374
SLC12A8	9.330876547
SLC12A9	13.6789511
SLC12A9-AS1	3.137435032
SLC13A1	0.005700495
SLC13A2	0.280854517
SLC13A3	1.246953858
SLC13A4	0.354828253
SLC13A5	0.005604027
SLC14A1	0.035525277
SLC14A2	0.009305855
SLC14A2-AS1	0
SLC15A1	0.462288114
SLC15A2	16.64471559
SLC15A3	3.224622541
SLC15A4	5.453914351
SLC15A5	0.017220448
SLC16A1	7.329519816
SLC16A10	0.107506354
SLC16A11	2.046955302
SLC16A12	0.046847811
SLC16A12-AS1	0
SLC16A13	3.388653372
SLC16A14	4.498227631
SLC16A14P1	0
SLC16A1-AS1	0.462377495
SLC16A1P1	0
SLC16A2	0.375005165
SLC16A3	14.39272635
SLC16A4	1.152293773
SLC16A5	3.014581931
SLC16A6	0.67551778
SLC16A6P1	0.665434552
SLC16A7	0.54700348
SLC16A8	1.88500594
SLC16A9	2.954887422
SLC17A1	0
SLC17A2	0
SLC17A3	0
SLC17A4	0
SLC17A5	5.356163895
SLC17A6	0.00596532
SLC17A7	0.142308549
SLC17A8	0.005891312
SLC17A9	0.515114734
SLC18A1	0.006436748
SLC18A2	0.030506285
SLC18A3	0.09359883
SLC18B1	7.651223497
SLC19A1	3.94456521
SLC19A2	8.350378855
SLC19A3	0.188911131
SLC1A1	0.214032342
SLC1A2	0.032656148
SLC1A3	1.237294029
SLC1A4	54.56081438
SLC1A5	48.22043919
SLC1A6	0.026332917
SLC1A7	0.009309297
SLC20A1	10.50571482
SLC20A1P1	0
SLC20A1P2	0
SLC20A1P3	0.026802647
SLC20A2	11.78989146
SLC22A1	0.097971094
SLC22A10	0
SLC22A11	0.130127826
SLC22A12	0
SLC22A13	0
SLC22A14	0.006878296
SLC22A15	0.218766728
SLC22A16	0.077300288
SLC22A17	2.729734925
SLC22A18	5.685927413
SLC22A18AS	1.963135952
SLC22A2	0
SLC22A20P	2.527510456
SLC22A23	3.609121884
SLC22A24	0
SLC22A25	0
SLC22A3	0.045103379
SLC22A31	0.202498618
SLC22A4	0.524326778
SLC22A5	0.968290679
SLC22A6	0
SLC22A7	0.014271441
SLC22A8	0.00590029
SLC22A9	0
SLC23A1	0.424306903
SLC23A2	6.952510289
SLC23A3	0.468268514
SLC24A1	2.069601604
SLC24A2	0.189653225
SLC24A3	0.595116893
SLC24A4	0.006985203
SLC24A5	0
SLC25A1	46.13275152
SLC25A10	3.744905491
SLC25A11	20.15112163
SLC25A12	7.391090421
SLC25A13	19.45577402
SLC25A14	3.220192378
SLC25A14P1	0.055866116
SLC25A15	3.616912867
SLC25A15P1	0
SLC25A15P2	0
SLC25A15P3	0.43392561
SLC25A15P4	0
SLC25A15P5	0
SLC25A16	3.455524811
SLC25A17	9.135825623
SLC25A18	0.164564068
SLC25A18P1	0
SLC25A19	3.529244178
SLC25A1P1	0.08144882
SLC25A1P2	0
SLC25A1P3	0
SLC25A1P4	0
SLC25A1P5	0.096427913
SLC25A2	0
SLC25A20	5.180835333
SLC25A20P1	0
SLC25A21	0.160367569
SLC25A21-AS1	2.289160571
SLC25A22	5.98456904
SLC25A23	14.72560805
SLC25A24	3.06716752
SLC25A24P1	0
SLC25A24P2	0
SLC25A25	7.887846285
SLC25A25-AS1	4.197895885
SLC25A26	3.020122244
SLC25A27	1.086925585
SLC25A28	21.79765342
SLC25A29	7.518892447
SLC25A3	49.37064718
SLC25A30	2.56714836
SLC25A30-AS1	0.215415281
SLC25A31	0
SLC25A32	11.24073961
SLC25A33	2.285596751
SLC25A34	0.708948884
SLC25A34-AS1	0.078772098
SLC25A35	1.704970217
SLC25A36	31.61709222
SLC25A36P1	0.270620273
SLC25A37	6.19075015
SLC25A38	10.90482695
SLC25A38P1	0.026688956
SLC25A39	55.76005618
SLC25A39P1	0.023631629
SLC25A39P2	0
SLC25A3P1	0
SLC25A3P2	0.171597855
SLC25A4	5.528162104
SLC25A40	9.837241318
SLC25A41	3.113528087
SLC25A42	1.392326033
SLC25A43	8.87130611
SLC25A44	11.61240385
SLC25A45	1.624445128
SLC25A46	4.56682737
SLC25A47	0.069949098
SLC25A47P1	0
SLC25A48	0.136835986
SLC25A5	275.8210532
SLC25A51	2.978537523
SLC25A51P1	0
SLC25A51P2	0
SLC25A51P3	0
SLC25A52	0.057242651
SLC25A53	0.375033442
SLC25A5-AS1	0.903244826
SLC25A5P1	1.261186906
SLC25A5P2	0.084172861
SLC25A5P3	0.255942563
SLC25A5P4	0.028961663
SLC25A5P5	0.112230481
SLC25A5P6	0.056811931
SLC25A5P7	0.084266804
SLC25A5P8	0.028026376
SLC25A5P9	0
SLC25A6	158.2168169
SLC25A6P1	0
SLC25A6P2	0.143487374
SLC25A6P3	0
SLC25A6P4	0
SLC25A6P5	0.018601393
SLC25A6P6	0
SLC26A1	1.659085711
SLC26A10	0.523836295
SLC26A11	5.697762749
SLC26A2	1.038174332
SLC26A3	0.081858232
SLC26A4	0.182248756
SLC26A4-AS1	0.005004511
SLC26A5	0.223580267
SLC26A6	4.039940708
SLC26A7	0.020060326
SLC26A8	0.066713546
SLC26A9	1.873713605
SLC27A1	3.191344271
SLC27A2	4.122757881
SLC27A3	6.16079172
SLC27A4	6.344522613
SLC27A5	1.298370311
SLC27A6	0.144103552
SLC28A1	0.058444552
SLC28A2	0.087253146
SLC28A3	2.450655518
SLC29A1	17.49580768
SLC29A2	15.19313947
SLC29A3	1.734732412
SLC29A4	1.420581793
SLC29A4P1	0
SLC29A4P2	0
SLC2A1	216.6045322
SLC2A10	5.224811482
SLC2A11	1.995862563
SLC2A12	3.83035498
SLC2A13	1.054196455
SLC2A13P1	0
SLC2A14	0.14897464
SLC2A1-AS1	1.623480299
SLC2A2	0.007365433
SLC2A3	1.855192264
SLC2A3P1	0
SLC2A3P2	0.017005193
SLC2A3P4	0
SLC2A4	0.267476636
SLC2A4RG	31.54933108
SLC2A5	0.270741573
SLC2A6	1.635188597
SLC2A7	0
SLC2A8	4.107048452
SLC2A9	1.72376194
SLC2AXP1	0
SLC30A1	2.67584817
SLC30A10	0.013085452
SLC30A2	0.014389757
SLC30A3	0.395744802
SLC30A4	0.966429142
SLC30A5	9.551014761
SLC30A6	15.96589578
SLC30A7	3.578642941
SLC30A8	0
SLC30A9	6.48612182
SLC31A1	14.6529239
SLC31A1P1	0.932136495
SLC31A2	0.180917866
SLC32A1	0
SLC33A1	10.76038153
SLC34A1	0.055570071
SLC34A2	1.049769383
SLC34A3	0.579195538
SLC35A1	2.966101335
SLC35A2	18.49692084
SLC35A3	8.637907716
SLC35A4	15.90887991
SLC35A5	9.293322105
SLC35B1	12.32659569
SLC35B2	19.63995422
SLC35B3	20.72771467
SLC35B4	4.991762043
SLC35C1	2.899451433
SLC35C2	12.13978389
SLC35D1	1.899216763
SLC35D2	20.1181543
SLC35D3	0.010668794
SLC35E1	12.1173891
SLC35E1P1	0
SLC35E2	0.547458842
SLC35E2B	2.479294318
SLC35E3	0.934383068
SLC35E4	0.341272175
SLC35F1	0.010367739
SLC35F2	3.886535217
SLC35F3	0.157544196
SLC35F4	0.017807325
SLC35F5	6.591939082
SLC35F6	10.52631023
SLC35G1	8.996093129
SLC35G2	4.314963551
SLC35G3	0.012558725
SLC35G4	0
SLC35G5	0.03810399
SLC35G6	0.074153463
SLC36A1	3.035987261
SLC36A2	0.00590375
SLC36A3	0
SLC36A4	1.309707117
SLC37A1	4.786809544
SLC37A2	2.429465783
SLC37A3	9.203747425
SLC37A4	7.612146673
SLC38A1	24.51430562
SLC38A10	16.1978649
SLC38A11	6.350851441
SLC38A2	39.36024711
SLC38A3	0.012685325
SLC38A4	0.710402699
SLC38A5	2.213301678
SLC38A6	3.970499421
SLC38A7	3.79441287
SLC38A8	0.069180004
SLC38A9	1.446221974
SLC39A1	44.05087787
SLC39A10	5.581499111
SLC39A11	7.726565058
SLC39A12	0
SLC39A12-AS1	0
SLC39A13	5.616610412
SLC39A14	7.192838918
SLC39A2	1.15052276
SLC39A3	3.455580702
SLC39A4	3.305352678
SLC39A5	0.251416767
SLC39A6	20.20523573
SLC39A7	87.79054818
SLC39A8	1.456463274
SLC39A9	19.88797334
SLC3A1	0.092344358
SLC3A2	63.77466197
SLC40A1	21.47681234
SLC41A1	11.52083757
SLC41A2	1.16286335
SLC41A3	8.044343608
SLC43A1	2.201816189
SLC43A2	2.021767672
SLC43A3	1.108782242
SLC44A1	13.3819635
SLC44A2	41.1918194
SLC44A3	2.535190335
SLC44A3-AS1	0.501858809
SLC44A4	4.362697612
SLC44A5	1.829941244
SLC45A1	0.24400803
SLC45A2	0.007703607
SLC45A3	1.883157441
SLC45A4	1.672388015
SLC46A1	1.945855745
SLC46A2	0.090531242
SLC46A3	8.358124325
SLC47A1	2.006725744
SLC47A1P1	0.058940715
SLC47A2	0.883934548
SLC48A1	9.957627191
SLC49A3	3.293501943
SLC4A1	0.004760296
SLC4A10	0.006666937
SLC4A11	7.659462197
SLC4A1AP	11.85157759
SLC4A1APP1	0.334454291
SLC4A1APP2	0
SLC4A2	14.55348763
SLC4A3	2.560766258
SLC4A4	0.060202572
SLC4A5	0.413973142
SLC4A7	2.248236453
SLC4A8	0.202965205
SLC4A9	0.366956623
SLC50A1	56.14329813
SLC51A	10.95528945
SLC51B	0.1606448
SLC52A1	1.04918668
SLC52A2	13.14293344
SLC52A3	3.119477983
SLC5A1	0.123231604
SLC5A10	0.035112257
SLC5A11	0.117915949
SLC5A12	0.533779117
SLC5A2	0.05632875
SLC5A3	6.069034894
SLC5A4	0.13637662
SLC5A4-AS1	0.229841875
SLC5A4P1	0
SLC5A5	0.220527364
SLC5A6	10.49177323
SLC5A7	0.043829173
SLC5A8	0
SLC5A9	0.02219862
SLC6A1	0.10777353
SLC6A10P	0.039333288
SLC6A11	0
SLC6A12	0.934254987
SLC6A13	0.106768404
SLC6A14	12.67849991
SLC6A15	4.689025539
SLC6A16	1.034958998
SLC6A17	0.018940161
SLC6A18	0
SLC6A19	0.004770221
SLC6A1-AS1	0
SLC6A2	0.023034675
SLC6A20	0.431381166
SLC6A21P	0
SLC6A3	0.016925141
SLC6A4	0.032437229
SLC6A5	0.003537769
SLC6A6	7.107569008
SLC6A6P1	0
SLC6A7	0.051584871
SLC6A8	99.50345158
SLC6A9	3.185597702
SLC7A1	15.76415862
SLC7A10	0.242697062
SLC7A11	22.00508976
SLC7A11-AS1	0.191995003
SLC7A13	0.011205559
SLC7A14	0
SLC7A15P	0
SLC7A2	0.327928095
SLC7A3	0.288900583
SLC7A4	1.779325529
SLC7A5	44.86690211
SLC7A5P1	0.468671981
SLC7A5P2	0
SLC7A6	1.263691108
SLC7A6OS	1.081912344
SLC7A7	2.732099152
SLC7A8	12.72037244
SLC7A9	0.445788805
SLC8A1	0.205502038
SLC8A1-AS1	0.011878554
SLC8A2	0.099835752
SLC8A3	0
SLC8B1	6.020461378
SLC9A1	6.774294956
SLC9A2	1.821124292
SLC9A3	1.229897668
SLC9A3-AS1	11.4196471
SLC9A3P1	0
SLC9A3P2	0
SLC9A3P3	0.011291021
SLC9A3R1	169.8574152
SLC9A3R2	7.458142255
SLC9A4	0.567649893
SLC9A5	0.919579572
SLC9A6	4.651181853
SLC9A7	2.849645228
SLC9A7P1	0.615699944
SLC9A8	5.699506058
SLC9A9	4.13816603
SLC9A9-AS1	0
SLC9A9-AS2	0
SLC9B1	0.067632342
SLC9B1P1	0
SLC9B1P2	0
SLC9B1P3	0
SLC9B1P4	0
SLC9B2	1.142708454
SLC9C1	0.118436166
SLC9C2	0.015358636
SLCO1A2	1.08579337
SLCO1B1	0.14678327
SLCO1B3	5.599134971
SLCO1B7	0.028162274
SLCO1C1	0.046606825
SLCO2A1	1.043294169
SLCO2B1	1.184104219
SLCO3A1	6.738057577
SLCO4A1	1.528326487
SLCO4A1-AS1	0.377351215
SLCO4C1	9.917974248
SLCO5A1	0.042819321
SLCO6A1	0.144935857
SLF1	1.275022613
SLF2	3.034675456
SLFN11	3.710782095
SLFN12	1.668419592
SLFN12L	0.287720369
SLFN13	0.526069101
SLFN14	0.08711556
SLFN5	9.334769472
SLFNL1	0.198538585
SLFNL1-AS1	0.655408473
SLIRP	24.08674715
SLIT1	0.055295365
SLIT1-AS1	0
SLIT2	0.70486104
SLIT2-IT1	0
SLIT3	0.211789779
SLITRK1	0.038801596
SLITRK2	0
SLITRK3	0.66880603
SLITRK4	0
SLITRK5	2.571270893
SLITRK6	6.761119737
SLK	5.725380142
SLMAP	2.558219521
SLN	0.055557804
SLPI	542.8787971
SLTM	14.65878058
SLU7	7.037245357
SLURP1	0.093734396
SLX1A	0.020428316
SLX1A-SULT1A3	0.04366547
SLX1B	0.010222455
SLX1B-SULT1A4	0
SLX4	3.122890537
SLX4IP	1.853073568
SMAD1	3.161539875
SMAD1-AS1	0
SMAD1-AS2	0
SMAD2	1.561993782
SMAD3	12.91110821
SMAD4	4.692930434
SMAD5	5.446930424
SMAD5-AS1	0.05543543
SMAD6	0.279216409
SMAD7	1.833723555
SMAD9	1.820622356
SMAD9-IT1	0.249679418
SMAGP	5.764941982
SMAP1	1.385099723
SMAP2	5.96094999
SMARCA1	10.34857381
SMARCA2	17.39362845
SMARCA4	17.88595332
SMARCA5	12.13511651
SMARCA5-AS1	0
SMARCAD1	3.986644284
SMARCAL1	5.817432379
SMARCB1	37.95948353
SMARCC1	13.22743752
SMARCC2	16.28618424
SMARCD1	21.64930568
SMARCD2	54.69624176
SMARCD3	5.413134329
SMARCE1	6.525970312
SMARCE1P1	0.063661936
SMARCE1P2	0.020646173
SMARCE1P3	0.061334733
SMARCE1P4	0
SMARCE1P5	0.143815345
SMARCE1P6	0.455336413
SMARCE1P7	0
SMC1A	14.1658252
SMC1B	0.041423418
SMC2	11.59161019
SMC2-AS1	0.260959069
SMC3	17.74984126
SMC4	22.77799028
SMC4P1	0
SMC5	11.42917036
SMC5-AS1	0.553744453
SMC6	8.320912263
SMCHD1	4.359513067
SMCO1	0.040419195
SMCO2	0.381714136
SMCO3	0.071770966
SMCO4	15.18704154
SMCO4P1	0
SMCP	0.064948865
SMCR2	0.178494222
SMCR5	0.035397588
SMCR8	2.167479124
SMDT1	21.91086184
SMG1	5.585932322
SMG1P1	0.014287644
SMG1P2	0.399487069
SMG1P3	0.237263954
SMG1P4	0.024007331
SMG1P5	0.183859108
SMG1P6	0.060127576
SMG1P7	0.629192134
SMG5	34.29713986
SMG6	0.994402577
SMG6-IT1	0
SMG7	24.87113214
SMG7-AS1	0.319896681
SMG8	7.130397
SMG9	5.060841488
SMILR	0.09102237
SMIM1	0.685911761
SMIM10	0.442400719
SMIM10L1	9.510681102
SMIM10L2A	0.543775994
SMIM10L2B	0.205374287
SMIM10L2B-AS1	0.023368324
SMIM11A	0.017976918
SMIM11B	0
SMIM11P1	0
SMIM12	2.849289309
SMIM12P1	0
SMIM13	5.067895688
SMIM14	5.336103504
SMIM15	21.71790918
SMIM15-AS1	0.031617695
SMIM17	0.491190885
SMIM18	0
SMIM19	9.189679987
SMIM2	0.061086615
SMIM20	14.34807869
SMIM21	0
SMIM22	10.65555805
SMIM23	0
SMIM24	1.394471219
SMIM25	1.263005018
SMIM26	28.37667986
SMIM27	1.575483752
SMIM28	0
SMIM29	20.45932969
SMIM2-AS1	0.125462041
SMIM2-IT1	0
SMIM3	1.629640004
SMIM30	50.97252732
SMIM31	1.830377118
SMIM32	0.030195183
SMIM34A	0
SMIM34B	0
SMIM35	0.111115609
SMIM36	0.044465875
SMIM37	0.466295487
SMIM4	3.234686395
SMIM5	0.418067863
SMIM6	0.092698657
SMIM7	13.76697474
SMIM8	0.834224341
SMIM9	0
SMKR1	4.693104614
SMLR1	0
SMN1	2.535459423
SMN2	2.324591146
SMNDC1	7.521964668
SMO	21.53643965
SMOC1	0.046084111
SMOC2	3.414366046
SMOX	2.571443753
SMPD1	6.195826543
SMPD2	3.648939487
SMPD3	0.53032661
SMPD4	10.51753306
SMPD4P1	0.026006391
SMPD4P2	0
SMPD5	0.166123336
SMPDL3A	1.874987203
SMPDL3B	0.565565963
SMPX	3.750953108
SMR3A	0
SMR3B	0
SMS	81.60855014
SMTN	2.049389728
SMTNL1	0.228935889
SMTNL2	0.071325424
SMU1	16.29432705
SMUG1	11.35855385
SMUG1P1	0
SMURF1	18.89982491
SMURF2	6.432023024
SMURF2P1	0
SMYD1	0
SMYD2	15.6802556
